case_id,role_label,role_group,role_observable_in_case,status_in_case,confidence,evidence_basis_summary,main_supporting_source_ids,main_contrary_source_ids,notes
2,Counterfactual and transportability judge,starting_role,no,not_applicable,high,Evaluation is within-dataset train/dev/test splits; no cross-population transport or simulated-to-real transfer claim is adjudicated.,C002_P1,,Upgraded low to high: full text confirms no transportability adjudication.
2,Situated interlocutor / context witness,starting_role,no,not_applicable,high,"Study is purely text classification on archival news/manifesto corpora; no interview, field, or situated-interpretation component.",C002_P1,,Upgraded low to high via full-text confirmation.
2,Accountability and labor allocator,starting_role,partial,conditional,medium,"Authors themselves perform manual error analysis and recommend applied researchers do so; open-weight/replication choices imply accountability, but responsibility allocation is not the paper's focus.",C002_P1,,"Upgraded low to medium and observable no to partial: accountability is implied via author-done manual analysis and reproducibility stance, not directly theorized."
2,Construct boundary setter,split_candidate,yes,conditional,high,"Codebook preparation (Stage 0) with label, definition, clarification, negative clarification, positive/negative examples is the exact category-boundary work described in this split.",C002_P1,,"Confirmed high; exclusion rules (e.g.,  welfare_positive excludes education; riot excludes police) are clear boundary work."
2,Perspective sampler,split_candidate,no,not_applicable,high,"Paper works with single gold labels and does not preserve subgroup/annotator disagreement; inter-coder work is limited to order-invariance across LLM runs (Test IV), not human pluralism.",C002_P1,,Upgraded low to high and observable partial to no / status unclear to not_applicable: full text shows no representational-pluralism design.
2,Counterfactual / transportability judge,split_candidate,no,not_applicable,high,No cross-setting transport test; evaluation stays within each codebook's own dev set.,C002_P1,,Upgraded low to high.
2,Calibration architect,split_candidate,no,not_applicable,high,No simulator calibration or matching to an external reference distribution; F1 is reported against held-out human labels with a majority-class baseline.,C002_P1,,Upgraded low to high.
2,Situated interlocutor,split_candidate,no,not_applicable,high,No interviewer/respondent interaction; inputs are archival news articles and party manifestos.,C002_P1,,Upgraded low to high.
2,Context witness,split_candidate,no,not_applicable,high,"No tacit/archival-context interpretation by humans is built into the workflow beyond codebook authoring, which is captured by the construct boundary role.",C002_P1,,Upgraded low to high.
2,Routine first-pass screener,shrinking_task_cluster,no,not_applicable,high,No title/abstract triage or early study ranking; the task is document-level classification into codebook categories.,C002_P1,,Upgraded low to high.
2,"Routine coder on high-consensus, ground-truth-rich tasks",shrinking_task_cluster,yes,conditional,high,"Zero-shot LLMs match some but not all human labels; instruction-tuning lifts BFRS F1 from 0.53 to 0.82 (+55%), showing human coders shift toward auditor/labeler roles only when labels are high-consensus and training data exist.",C002_P1,,Upgraded low to high: direct quantitative evidence (Table 6; Mistral-7B zero-shot errors on Manifestos at 45% non-compliance) supports conditional shrinking.
2,Structural prose polisher / drafter,shrinking_task_cluster,no,not_applicable,high,Paper does not involve LLM drafting/polishing of prose; LLMs are used solely as classifiers over codebook-defined labels.,C002_P1,,Upgraded low to high.
3,Relevance adjudicator,starting_role,no,not_applicable,high,Paper takes POPQUORN politeness and offensiveness subsets as given corpora (§3.4) with no human work selecting which materials belong in the analysis universe.,C003_P1; C003_REGISTRY,,Upgraded from low: full text confirms corpus is pre-selected benchmark data.
3,Mechanism disciplinarian,starting_role,no,not_applicable,high,Paper is a statistical-inference method (IPW/PPI-style correction) and makes no causal-mechanism claims requiring human discipline (§3.2).,C003_P1; C003_REGISTRY,,Upgraded from low: full text confirms no causal-mechanism work.
3,Construct and perspective boundary setter,starting_role,yes,split_pressure,high,"Paper's central move is reframing the estimand from a scalar ground truth to a vector over demographic perspectives (§1, §3.1), which is precisely the boundary/perspective decision and pressures splitting into boundary vs. perspective components.",C003_P1; C003_REGISTRY,,Upgraded from low: abstract and §3.1 make the split-pressure reading explicit.
3,Corpus pluralist,starting_role,no,not_applicable,medium,"Pluralism in the paper operates over annotator perspectives, not over multiple corpora; only POPQUORN politeness and offensiveness subsets plus synthetic data are used (§3.4).",C003_P1; C003_REGISTRY,,Upgraded from low: full text confirms single-source corpus with no pluralist-of-sources argument.
3,Protocol and provenance architect,starting_role,partial,split_pressure,high,"PDI is itself a protocol for allocating a human annotation budget across burn-in and adaptive batches with IPW correction and bootstrap CIs (§3.2), but the paper does not address logging, versioning, or disclosure, hence partial and split pressure between workflow-design and provenance components.",C003_P1; C003_REGISTRY,,Upgraded from low: Methods §3.2 supports workflow-design component; provenance/disclosure not discussed.
3,Counterfactual and transportability judge,starting_role,no,not_applicable,medium,"Discussion §5 gestures at generalizing PDI to RLHF, LLM-as-judge, and survey simulation but frames this as future work, not as human transportability adjudication within the case.",C003_P1; C003_REGISTRY,,"Upgraded from low: full text shows transportability is mentioned only as extension, not performed."
3,Situated interlocutor / context witness,starting_role,no,not_applicable,high,"Annotations come from Prolific crowd workers rated on scales (§3.4); no fieldwork, interview, or interpretive-setting work is present.",C003_P1; C003_REGISTRY,,Upgraded from low: full text confirms crowdsourced rating design.
3,Accountability and labor allocator,starting_role,no,not_applicable,medium,"Paper allocates human annotation budget across demographic groups (§3.2, Tables 2 and 4) but this is statistical sample allocation, not authorship/disclosure/accountability assignment.",C003_P1; C003_REGISTRY,,Upgraded from low: full text confirms no authorship/accountability framing; labor allocation is purely sampling.
3,Construct boundary setter,split_candidate,yes,robust,high,"Humans define the rating constructs (politeness 1-5, offensiveness 1-5) and the demographic stratification axes (gender/age/education) used for the estimand (§3.1, §3.4); these boundary decisions are necessary for validity.",C003_P1; C003_REGISTRY,,Upgraded from low: §3.1 and §3.4 are explicit about human-set categories and scales.
3,Perspective sampler,split_candidate,yes,robust,high,"PDI's core contribution is adaptive human sampling concentrated on demographic groups where LLM proxies are least reliable, explicitly to preserve subgroup disagreement rather than collapse to majority vote (Abstract, §1, §3.2).",C003_P1; C003_REGISTRY,,Upgraded from low: paper is directly about preserving this role.
3,Counterfactual / transportability judge,split_candidate,no,not_applicable,high,"No counterfactual or cross-population transportability claims are adjudicated; the paper stays within POPQUORN and synthetic simulations (§3.4, §4.3).",C003_P1; C003_REGISTRY,,Upgraded from low: full text confirms absence.
3,Calibration architect,split_candidate,no,not_applicable,medium,"IPW/PPI rectified estimator (§3.2) calibrates LLM proxy against human labels, but this is statistical correction to a held-out human estimand, not benchmark/simulator calibration against an external reference distribution.",C003_P1; C003_REGISTRY,,Upgraded from low: role label interpreted narrowly per codebook; notes that PPI-style rectification is adjacent but not a match.
3,Situated interlocutor,split_candidate,no,not_applicable,high,Annotation is remote Prolific rating with no fieldwork or interactive interview; humans do not shape what respondents disclose (§3.4).,C003_P1; C003_REGISTRY,,Upgraded from low: full text confirms crowdsourced design.
3,Context witness,split_candidate,no,not_applicable,high,"No archival, tacit, or contextual interpretive work is invoked; demographics enter only as features for the error-predictor (§3.2).",C003_P1; C003_REGISTRY,,Upgraded from low: full text confirms absence.
3,Routine first-pass screener,shrinking_task_cluster,no,not_applicable,high,"No title/abstract triage, study screening, or early ranking task is present; the pipeline starts from already-selected text instances (§3.1).",C003_P1; C003_REGISTRY,,Upgraded from low: full text confirms not applicable.
3,"Routine coder on high-consensus, ground-truth-rich tasks",shrinking_task_cluster,partial,unclear,high,"Paper explicitly argues ground truth does NOT exist for subjective tasks (§1) and that collapsing disagreement is invalid; AI substitution for routine coding is precisely what is contested, so the cluster applies only in inverted form.",C003_P1; C003_REGISTRY,,Upgraded from low: full text clarifies paper's stance - this role-cluster's premise (ground truth available) is rejected for the case's tasks.
3,Structural prose polisher / drafter,shrinking_task_cluster,no,not_applicable,high,"Paper concerns annotation of existing text, not AI-assisted prose drafting or polishing; no role for AI as a writer appears anywhere in the pipeline.",C003_P1; C003_REGISTRY,,Upgraded from low: full text confirms not applicable.
4,Relevance adjudicator,starting_role,no,not_applicable,medium,"Authors fix the analysis universe to the 200 Austrian immigration statements from Ennser-Jedenastik and Meyer (2018) and later 200 sampled from Haselmayer and Jenny (2017), but the case is not about adjudicating which materials belong in scope.",C004_P1; C004_REGISTRY,,upgraded low to medium: corpus selection is described but is not the central role under test
4,Mechanism disciplinarian,starting_role,yes,robust,medium,"Authors constrain the causal interpretation of LLM behavior to a token-embedding / party-cue heuristic mechanism and test alternative prompts, temperatures, and a less-polarized corpus to rule out rival explanations.",C004_P1; C004_REGISTRY,,"upgraded low to medium and flipped observable no to yes: paper explicitly polices mechanism claims (embedding story) via prompt, temperature, and alternative-corpus robustness checks"
4,Construct and perspective boundary setter,starting_role,yes,split_pressure,high,Authors reuse the human codebook's explicit definitions of positive/negative/neutral stance on immigration and retain LLM-vs-human disagreement as a substantive finding rather than collapsing it.,C004_P1; C004_REGISTRY,,upgraded medium to high: full text directly concerns construct boundaries and visible disagreement
4,Corpus pluralist,starting_role,yes,conditional,high,"Authors deliberately add a second corpus (12,329 Austrian parliamentary and press-release statements covering less polarized domains) to stop the evidence base from collapsing onto the immigration corpus.",C004_P1; C004_REGISTRY,,upgraded low to high and flipped observable no to yes: second corpus (Haselmayer and Jenny 2017) is explicitly introduced to check whether findings depend on a single politically salient domain
4,Protocol and provenance architect,starting_role,yes,robust,high,"Authors design the full annotation protocol: identical prompts to human instructions, fresh client instances, temperature=0, ten replications per run, majority-rule adjudication, and alternative-prompt and temperature robustness runs.",C004_P1; C004_REGISTRY,,upgraded low to high and flipped observable partial to yes: protocol design is extensively documented in Replication setup section
4,Counterfactual and transportability judge,starting_role,yes,robust,high,Authors explicitly test whether the party-cue effect transports from the high-salience immigration corpus to a less polarized parliamentary-debate corpus and find party cues have no differentiating effect there.,C004_P1; C004_REGISTRY,,upgraded low to high and flipped observable no to yes: Appendix G transportability test is a central finding
4,Situated interlocutor / context witness,starting_role,no,not_applicable,high,"The design is offline text annotation of archival manifesto and parliamentary statements with no interviews, fieldwork, or interactive elicitation.",C004_P1; C004_REGISTRY,,upgraded low to high: confidently not applicable given the annotation-only design
4,Accountability and labor allocator,starting_role,partial,unclear,medium,"Discussion warns researchers about unknown priors in LLM annotators and frames implications for who is answerable when LLMs are deployed as coders, but does not allocate authorship or disclosure regimes.",C004_P1; C004_REGISTRY,,"upgraded low to medium and flipped observable no to partial: conclusion raises accountability concerns (unknown priors, inability to inspect training data) without formal allocation rules"
4,Construct boundary setter,split_candidate,yes,robust,high,The coding task hinges on the authors' explicit definitions of positive and negative immigration statements (with worked examples) that humans impose on both LLMs and human coders.,C004_P1; C004_REGISTRY,,upgraded medium to high: full-text confirmation of codebook-style construct boundary work
4,Perspective sampler,split_candidate,yes,split_pressure,high,"Authors preserve human-coder variance as the benchmark, report Krippendorff's Alpha across ten runs and across LLM-human pairs, and compare LLM and human labeling distributions side by side.",C004_P1; C004_REGISTRY,,upgraded low to high and flipped observable partial to yes: inter-LLM and inter-coder reliability analyses keep subgroup disagreement visible
4,Counterfactual / transportability judge,split_candidate,yes,conditional,high,"The alternative parliamentary-debate corpus is used explicitly to test whether LLM bias travels across policy salience contexts; the paper finds it does not, conditioning the original result.",C004_P1; C004_REGISTRY,,upgraded low to high and flipped observable no to yes: split-candidate version mirrors the starting role and is directly supported
4,Calibration architect,split_candidate,yes,conditional,high,Authors benchmark LLM outputs against the human-coder reference distribution from Ennser-Jedenastik and Meyer (2018) using Krippendorff's Alpha and predicted-probability comparisons.,C004_P1; C004_REGISTRY,,upgraded low to high and flipped observable no to yes: the whole evaluation is a calibration check against a human reference
4,Situated interlocutor,split_candidate,no,not_applicable,high,No interviewer or fieldworker is present; the task is automated annotation of pre-existing policy statements.,C004_P1; C004_REGISTRY,,upgraded low to high: confidently not applicable
4,Context witness,split_candidate,partial,unclear,medium,"Authors invoke contextual knowledge of Austrian immigration politics (e.g., anti-immigration rhetoric around needs assessments) to explain LLM-human disagreement, but contextual interpretation is illustrative rather than a primary workflow role.",C004_P1; C004_REGISTRY,,upgraded low to medium and flipped observable no to partial: Table 1 discussion uses tacit Austrian political context to adjudicate disputed labels
4,Routine first-pass screener,shrinking_task_cluster,no,not_applicable,high,"The design is full labeling of every statement, not title/abstract triage or coarse screening, so the screener cluster is not at stake.",C004_P1; C004_REGISTRY,,upgraded low to high: confidently not applicable
4,"Routine coder on high-consensus, ground-truth-rich tasks",shrinking_task_cluster,yes,shrinking,high,"The paper's core question is whether LLMs can replace human coders on a ground-truth-anchored sentiment task; it finds LLMs are internally consistent but systematically biased by party cues, so humans must remain as auditors rather than primary coders.",C004_P1; C004_REGISTRY,,upgraded low to high and flipped observable partial to yes and status unclear to shrinking: the whole paper is about this shrinking task cluster and its limits
4,Structural prose polisher / drafter,shrinking_task_cluster,no,not_applicable,high,"LLMs are used as label-producing annotators, not as drafters of prose; no sentence-level writing task is delegated.",C004_P1; C004_REGISTRY,,upgraded low to high: confidently not applicable
5,Relevance adjudicator,starting_role,no,not_applicable,medium,"Paper describes purposeful stakeholder sampling criteria (school level, geography, role, student demographics) but the study does not frame this as an AI-contestable relevance decision; no corpus/literature screening is involved.",C005_S1,,Upgraded low to medium: arXiv preprint (C005_S1) makes the sampling logic explicit enough to judge this role as not the analytic pressure point.
5,Mechanism disciplinarian,starting_role,no,not_applicable,high,"Study is a thematic and sentiment coding comparison (GPT-4 vs human vs LDA/VADER); no causal mechanism claims are adjudicated, so this role is confidently not applicable.",C005_S1,,Upgraded low to high: full text confirms the paper is classificatory rather than causal-mechanistic.
5,Construct and perspective boundary setter,starting_role,yes,transformed,high,Three expert coders iteratively built a Resource Equity codebook from grounded reading of 10 interviews and then used it to discipline GPT-4 outputs; humans retain boundary-setting authority while AI does the labeling.,C005_S1,,"Upgraded medium to high: section 5.1 (Codebook Development) directly describes expert-led construct definition around themes such as governance, anti-racism, data access."
5,Corpus pluralist,starting_role,yes,conditional,medium,"Authors deliberately retain LDA, lexical VADER, GPT-4, and human coding side by side rather than collapsing onto one machine-friendly pipeline, but the corpus itself is a single WA interview set.",C005_S1,,Upgraded low to medium and flipped observable to yes: multi-method triangulation in sections 2.2 and 5 preserves methodological pluralism even though corpus pluralism across sources is limited.
5,Protocol and provenance architect,starting_role,yes,transformed,high,"Paper documents an explicit workflow (Fig. 2), iterative prompt design and evaluation, LDA validation rubrics in Appendix A.2, and cross-validation steps; humans architect the admissible procedure around GPT-4.",C005_S1,,Upgraded medium to high: methods section and workflow diagram make the protocol/provenance work directly visible.
5,Counterfactual and transportability judge,starting_role,partial,conditional,medium,"Authors flag that Cohen's kappa drops sharply on data unseen by GPT during training and that domain specificity limits generalization, signalling a transportability concern even though the study stays within one state corpus.",C005_S1,,Upgraded low to medium and flipped observable to partial: related-work discussion of Dai et al. (Cohen's kappa dropping to 0.34 on unseen data) explicitly surfaces transportability risk.
5,Situated interlocutor / context witness,starting_role,yes,robust,high,Human interviewers conducted 24 semi-structured Zoom interviews with policy stakeholders and research assistants manually corrected transcripts; situated human presence is what generates the data and cleans the tacit features GPT-4 cannot recover.,C005_S1,,Upgraded medium to high: sections 4.1 and 4.2 give direct evidence of interviewer and transcript-cleaning work.
5,Accountability and labor allocator,starting_role,partial,conditional,medium,"Authors frame GPT-4 as an adjunct to human experts in high-stake, context-dependent policy decisions and caution against black-box deployment, but authorship, disclosure, and responsibility allocation are not the paper's central focus.",C005_S1,,Upgraded low to medium and flipped observable to partial: introduction and section 2.1 invoke accountability/bias concerns without making this the analytical crux.
5,Construct boundary setter,split_candidate,yes,robust,high,"Expert coders define and stabilize theme boundaries (e.g., governance, anti-racism, data accessibility) in the Resource Equity codebook before GPT-4 is allowed to apply them.",C005_S1,,Upgraded medium to high: direct evidence in section 5.1.1 of expert-driven category definition.
5,Perspective sampler,split_candidate,yes,conditional,medium,"Purposeful sampling across race/ethnicity, SES, geography, and professional role preserves subgroup heterogeneity, and findings report theme prominence varying by stakeholder job role.",C005_S1,,Upgraded low to medium and flipped observable from partial to yes: section 4.1 sampling design and results tying themes to job roles provide concrete evidence.
5,Counterfactual / transportability judge,split_candidate,partial,unclear,medium,"Paper references prior work showing large kappa drops on unseen data and warns against over-generalizing GPT-4 coding to new domains, but does not itself run a transportability test.",C005_S1,,Upgraded low to medium and flipped observable to partial: transportability is discussed as caveat rather than tested.
5,Calibration architect,split_candidate,partial,conditional,medium,"Authors iteratively tune prompts and benchmark GPT-4 against human expert coding and VADER/LDA reference distributions, matching a calibration-architect pattern at the prompt-evaluation stage.",C005_S1,,"Upgraded low to medium and flipped observable to partial: prompt iteration and benchmarking in abstract and method sections behave like calibration work, though not framed as simulator calibration."
5,Situated interlocutor,split_candidate,yes,robust,high,"Human interviewers conducted Zoom interviews with diverse policy stakeholders, shaping what respondents disclosed and how the interaction unfolded.",C005_S1,,Upgraded low to high and flipped observable to yes: section 4.1 directly documents the interviewer role.
5,Context witness,split_candidate,yes,robust,high,"Research assistants meticulously listened to audio to correct transcripts and paragraph boundaries, supplying tacit contextual judgement that GPT-4 could not provide.",C005_S1,,Upgraded medium to high: section 4.2 provides direct evidence of context-witness work on transcripts.
5,Routine first-pass screener,shrinking_task_cluster,no,not_applicable,high,Study involves no title/abstract triage or coarse study-type classification; it codes interview paragraphs against an expert codebook.,C005_S1,,Upgraded low to high: full text confirms this role is simply not part of the workflow.
5,"Routine coder on high-consensus, ground-truth-rich tasks",shrinking_task_cluster,yes,shrinking,high,GPT-4 matches human coding at 77.89% for specific themes and 96.02% for broader themes and aligns well on sentiment; humans plausibly shift from primary line-level coders toward auditors of machine labels within the expert codebook.,C005_S1,,Upgraded low to high and status from conditional to shrinking: reported congruence figures in the abstract and MRQ1 results directly evidence the shrink toward auditing on consensus-rich coding.
5,Structural prose polisher / drafter,shrinking_task_cluster,no,not_applicable,high,"GPT-4 is used for thematic and sentiment coding of interview text, not for drafting or polishing the research paper's prose.",C005_S1,,Upgraded low to high: no evidence in the paper of AI-assisted prose drafting.
6,Relevance adjudicator,starting_role,no,not_applicable,medium,"C006_P1 Methods describe reusing an existing transcript set, selecting only provider interviews and excluding minority women under IRB amendment Pro00115169, but relevance adjudication is not a central analytic role.",C006_P1,,upgraded low to medium: full text confirms inclusion/exclusion decisions were made but are peripheral to the coding question
6,Mechanism disciplinarian,starting_role,no,not_applicable,high,C006_P1 is an inductive thematic-analysis study with no causal-mechanism claims; the workflow never adjudicates mechanism validity.,C006_P1,,upgraded low to high: direct full-text reading confirms role is clearly not applicable
6,Construct and perspective boundary setter,starting_role,yes,robust,high,"C006_P1 shows two domain experts independently generated codes, discussed disagreements, and finalized codes, and humans supplied maternal-health terminology (PTSD, Psych, Anxiety, Anger) that ChatGPT lacked.",C006_P1,,upgraded medium to high and status conditional to robust: full text gives explicit construct-boundary work by humans
6,Corpus pluralist,starting_role,no,not_applicable,high,C006_P1 uses a single provider-interview corpus and explicitly excludes minority-women transcripts; no multi-corpus pluralism is at stake.,C006_P1,,upgraded low to high: full text confirms single-corpus design
6,Protocol and provenance architect,starting_role,yes,robust,high,"C006_P1 documents IRB amendment #Pro00115169, deidentification protocol, CSV reformatting, dialogue-ID assignment, and ~5 hours of human setup for prompt and pipeline design.",C006_P1,,"upgraded partial/unclear/low to yes/robust/high: Methods section gives direct evidence of workflow, IRB, and prompt-architecture work"
6,Counterfactual and transportability judge,starting_role,yes,conditional,high,"C006_P1 Limitations explicitly discuss transferability of findings to other interview formats, geographies, and analytical paradigms, and flag domain-specific training as a transport condition.",C006_P1,,upgraded no/not_applicable/low to yes/conditional/high: Discussion and Limitations directly raise transport conditions
6,Situated interlocutor / context witness,starting_role,yes,robust,high,"C006_P1 Methods describe semi-structured interviews conducted by trained interviewers in South Carolina with maternity providers, and humans supply domain context (PTSD recognition, maternal terminology) ChatGPT cannot.",C006_P1,,upgraded medium to high and conditional to robust: full text confirms both field presence and context-witness role
6,Accountability and labor allocator,starting_role,partial,conditional,medium,"C006_P1 repeatedly asserts domain experts must review GenAI outputs and notes IRB/privacy responsibilities, but does not discuss authorship, disclosure conventions, or formal labor allocation.",C006_P1,,"upgraded no/not_applicable/low to partial/conditional/medium: accountability is invoked in Discussion, though labor-allocation detail is thin"
6,Construct boundary setter,split_candidate,yes,robust,high,"C006_P1 shows two public-health experts developed the coding scheme, resolved disagreements, and corrected overly general AI codes with domain-specific labels like Psych, Anxiety, Anger.",C006_P1,,upgraded medium to high and conditional to robust: Methods and Results give direct evidence of human boundary-setting
6,Perspective sampler,split_candidate,no,not_applicable,high,"C006_P1 explicitly situates the study in a single postpositivist paradigm, excludes minority-women transcripts, and does not preserve subgroup disagreement; pluralism is not pursued.",C006_P1,,upgraded partial/unclear/low to no/not_applicable/high: authors explicitly disclaim pluralist sampling
6,Counterfactual / transportability judge,split_candidate,yes,conditional,high,"C006_P1 Limitations section explicitly questions transferability to other interview formats, geographies, models, and untrained versus domain-trained LLMs.",C006_P1,,upgraded no/not_applicable/low to yes/conditional/high: Limitations directly engage transport conditions
6,Calibration architect,split_candidate,yes,conditional,high,C006_P1 designs a dual evaluation (human accuracy rate at 85.15% and BERT cosine similarity of 0.795) to benchmark ChatGPT against human coders.,C006_P1,,upgraded no/not_applicable/low to yes/conditional/high: Evaluation section is an explicit calibration architecture
6,Situated interlocutor,split_candidate,yes,robust,high,C006_P1 Methods state trained interviewers conducted semi-structured interviews with nine maternity care providers in South Carolina using an 19-question guide.,C006_P1,,upgraded medium to high and conditional to robust: fieldwork presence is documented
6,Context witness,split_candidate,yes,robust,high,"C006_P1 Discussion emphasizes that ChatGPT lacks maternal-health domain knowledge and that human experts must interpret transcripts (e.g., converting general codes to PTSD or anxiety).",C006_P1,,upgraded medium to high and conditional to robust: text explicitly argues context-witness work is necessary
